Inguinal hernia	HP:0000023
Craniosynostosis	HP:0001363
Cranial suture synostosis	HP:0001363
Early fusion of cranial sutures	HP:0001363
Abnormality of the joints	HP:0001367
Abnormal shape of joints	HP:0001367
Joint disease	HP:0001367
Anomaly of the joints	HP:0001367
Abnormal joint morphology	HP:0001367
Arthritis	HP:0001369
Joint inflammation	HP:0001369
Rheumatoid arthritis	HP:0001370
RA	HP:0001370
Flexion contractures	HP:0001371
Flexion contractures of joints	HP:0001371
Flexed joint that cannot be straightened	HP:0001371
Flexion contracture	HP:0001371
Joint dislocations	HP:0001373
Joint dislocation	HP:0001373
Congenital hip dislocations	HP:0001374
Congenital hip dislocation	HP:0001374
Congenital dislocation of the hip	HP:0001374
Congenital dislocation of the hips	HP:0001374
Dislocated hip since birth	HP:0001374
Congenital hip anomaly	HP:0001374
Limitation of joint mobility	HP:0001376
Limited joint mobility	HP:0001376
Decreased joint mobility	HP:0001376
Limited joint motion	HP:0001376
Decreased mobility of joints	HP:0001376
Elbow limited extension	HP:0001377
Limited extension at elbows	HP:0001377
Restricted elbow extension	HP:0001377
Decreased elbow extension	HP:0001377
Limited elbow extension	HP:0001377
Limited forearm extension	HP:0001377
Limitation of elbow extension	HP:0001377
Joints move beyond expected range of motion	HP:0001382
Loose-jointedness	HP:0001382
Flexible joints	HP:0001382
Increased mobility of joints	HP:0001382
Joint laxity	HP:0001382
Ligamentous laxity	HP:0001382
Extensible joints	HP:0001382
Hyperextensible joints	HP:0001382
Joint ligamentous laxity	HP:0001382
Joint instability	HP:0001382
Double-Jointed	HP:0001382
Joint hypermobility	HP:0001382
Joint hyperlaxity	HP:0001382
Joint hyperflexibility	HP:0001382
Joint hyperextensibility	HP:0001382
Increased joint mobility	HP:0001382
Lax joints	HP:0001382
Abnormality of the hip joints	HP:0001384
Abnormal hip joint morphology	HP:0001384
Abnormality of the hip joint	HP:0001384
Developmental dysplasia of the hip	HP:0001385
Congenital hip dysplasia	HP:0001385
Hip dysplasia	HP:0001385
DDH	HP:0001385
Abnormal formation of the hip	HP:0001385
Joint swelling	HP:0001386
Stiff joints	HP:0001387
Joint stiffness	HP:0001387
Stiff joint	HP:0001387
Abnormality of the musculature of the hand	HP:0001421
Abnormal hand muscles	HP:0001421
Abnormality of calf musculature	HP:0001430
Abnormal calf muscles	HP:0001430
Abnormal calf musculature morphology	HP:0001430
Abnormality of shoulder musculature	HP:0001435
Abnormality of the shoulder girdle musculature	HP:0001435
Abnormality of the foot musculature	HP:0001436
Abnormal foot muscles	HP:0001436
Abnormality of the musculature of the lower limbs	HP:0001437
Synostosis involving metatarsal bones	HP:0001440
Fusion of the long bones of the feet	HP:0001440
Fusion of metatarsals	HP:0001440
Metatarsal synostosis	HP:0001440
Abnormality thigh musculature morphology	HP:0001441
Abnormal thigh muscles	HP:0001441
Abnormality of the musculature of the thigh	HP:0001441
Abnormality of the gluteal musculature	HP:0001443
Abnormality of glutes	HP:0001443
Abnormality of the hip-girdle musculature	HP:0001445
Abnormal upper limb muscles	HP:0001446
Abnormality of the musculature of the upper limbs	HP:0001446
Duplication of metatarsal bones	HP:0001449
Duplication of long bones of foot	HP:0001449
Abnormality of the musculature of the upper arm	HP:0001457
1-3 toe syndactyly	HP:0001459
Webbed 1st-3rd toes	HP:0001459
Absent/underdeveloped skeletal muscles	HP:0001460
Aplasia/Hypoplasia involving the skeletal musculature	HP:0001460
Absent/small skeletal muscles	HP:0001460
Absent/underdeveloped shoulder muscles	HP:0001464
Absent/small shoulder muscles	HP:0001464
Aplasia/Hypoplasia involving the shoulder musculature	HP:0001464
Wasting of shoulder muscles	HP:0001465
Shoulder muscle degeneration	HP:0001465
Amyotrophy involving the shoulder musculature	HP:0001465
Absent/small upper limb muscles	HP:0001467
Aplasia/Hypoplasia involving the musculature of the upper limbs	HP:0001467
Absent/underdeveloped upper limb muscles	HP:0001467
Absent/underdeveloped upper arm muscles	HP:0001468
Aplasia/Hypoplasia involving the musculature of the upper arm	HP:0001468
Absent/small upper arm muscles	HP:0001468
Abnormality of the musculature of the pelvis	HP:0001469
Abnormal morphology of the pelvis musculature	HP:0001469
Aplasia/Hypoplasia of the musculature of the pelvis	HP:0001471
Absent/underdeveloped pelvis muscles	HP:0001471
Absent/small pelvis muscles	HP:0001471
Osteolysis involving metatarsal bones	HP:0001473
Metatarsal osteolysis	HP:0001473
Sclerotic scapulae	HP:0001474
Late closure of soft spot on the skull	HP:0001476
Late closure of anterior fontanelle	HP:0001476
Delayed closure of the bregma sutures	HP:0001476
Persistent anterior fontanelle	HP:0001476
Delayed closure anterior fontanel	HP:0001476
Delayed closure of anterior fontanelle	HP:0001476
Late closure of large anterior fontanel	HP:0001476
Delayed closure of the soft spot on the skull	HP:0001476
Later than typical closing of soft spot of skull	HP:0001476
Late closure of the bregma sutures	HP:0001476
Delayed closure of the anterior fontanelle	HP:0001476
Congenital fibrosis of the extraocular muscles	HP:0001491
Congenital ophthalmoplegia	HP:0001491
Congenital fibrosis of extraocular muscles	HP:0001491
CFEOM	HP:0001491
Carpal osteolysis	HP:0001495
Carpal bone osteolysis	HP:0001495
Hypoplastic carpal bones	HP:0001498
Small wrist bones	HP:0001498
Carpal bone hypoplasia	HP:0001498
Hypoplasia of carpal bones	HP:0001498
Small carpal bones	HP:0001498
Small carpals	HP:0001498
Broad finger	HP:0001500
Wide fingers	HP:0001500
Broad fingers	HP:0001500
6 metacarpals	HP:0001501
6 long bones of hand	HP:0001501
Metacarpals osteolysis	HP:0001504
Metacarpal osteolysis	HP:0001504
Umbilical hernias	HP:0001537
Umbilical hernia	HP:0001537
Exomphalos	HP:0001539
Omphalocele	HP:0001539
Omphalocoele	HP:0001539
Gap between large left and right abdominal muscles	HP:0001540
Diastasis recti	HP:0001540
Abnormality of the rib cage	HP:0001547
Abnormal rib cage morphology	HP:0001547
Barrel-shaped chest	HP:0001552
Barrel chest	HP:0001552
Asymmetry of the thorax	HP:0001555
Asymmetric chest	HP:0001555
Bell-shaped thorax	HP:0001591
Bell-shaped chest	HP:0001591
Narrow, bell-shaped thorax	HP:0001591
Constricted, bell-shaped thorax	HP:0001591
Coronary artery calcification	HP:0001717
Hammertoes	HP:0001765
Hammer toe	HP:0001765
Hammertoe	HP:0001765
Toe syndactyly	HP:0001770
Syndactyly of toes	HP:0001770
Syndactyly of feet	HP:0001770
Webbed toes	HP:0001770
Fused toes	HP:0001770
Foot syndactyly	HP:0001770
Contractures of the Achilles tendon	HP:0001771
Tight achilles tendon	HP:0001771
Shortening of the achilles tendon	HP:0001771
Achilles tendon contracture	HP:0001771
Achilles tendon contractures	HP:0001771
Small feet	HP:0001773
Hypoplastic feet	HP:0001773
Short foot	HP:0001773
Short feet	HP:0001773
Tarsal osteovalgus	HP:0001775
Abnormality of toe	HP:0001780
Abnormalities of the toes	HP:0001780
Abnormal toe morphology	HP:0001780
Bulbous tips of toes	HP:0001782
Broad metatarsal	HP:0001783
Wide long bone of foot	HP:0001783
Widened metatarsal shaft	HP:0001783
Broad metatarsals	HP:0001783
Ankle swelling	HP:0001785
Bunion	HP:0001822
Lateral deviation of great toe	HP:0001822
Lateral deviation of halluces	HP:0001822
Hallux valgus	HP:0001822
Foot polydactyly	HP:0001829
Duplication of bones of the toes	HP:0001829
Polydactyly of the foot	HP:0001829
Polydactyly of feet	HP:0001829
Postaxial polydactyly of foot	HP:0001830
Polydactyly affecting the 5th toe	HP:0001830
Posterior polydactyly of foot	HP:0001830
Fibular polydactyly	HP:0001830
Postaxial polydactyly of feet	HP:0001830
Extra toe attached near the little toe	HP:0001830
Postaxial foot polydactyly	HP:0001830
Stubby toes	HP:0001831
Short toe	HP:0001831
Short toes	HP:0001831
Hypoplastic toes	HP:0001831
Hypoplasia of the toe	HP:0001831
Short foot phalanges	HP:0001831
Brachydactyly of the foot	HP:0001831
Abnormal metatarsal morphology	HP:0001832
Abnormality of the long bone of foot	HP:0001832
Camptodactyly of feet	HP:0001836
Camptodactyly of toe	HP:0001836
Wide toe	HP:0001837
Broad toe	HP:0001837
Congenital vertical talus	HP:0001838
Rockerbottom feet	HP:0001838
Rocker bottom feet	HP:0001838
Rocker bottom foot	HP:0001838
Rocker-bottom feet	HP:0001838
Foot ectrodactyly	HP:0001839
Split foot	HP:0001839
Lobster-claw foot deformity	HP:0001839
Split-foot	HP:0001839
Sickled feet	HP:0001840
Sickle foot	HP:0001840
Intoe	HP:0001840
Front half of foot turns inward	HP:0001840
Forefoot varus	HP:0001840
Metatarsus adductus	HP:0001840
Metatarsus adductovarsus	HP:0001840
Metatarsus varus	HP:0001840
Preaxial polydactyly of feet	HP:0001841
Preaxial hallucal polydactyly	HP:0001841
Preaxial polydactyly, feet	HP:0001841
Preaxial polydactyly of the feet	HP:0001841
Preaxial foot polydactyly	HP:0001841
Preaxial polydactyly of foot	HP:0001841
Polydactyly affecting the hallux	HP:0001841
Partial/complete duplication of the phalanges of the big toe	HP:0001841
Foot acroosteolysis	HP:0001842
Acroosteolysis of feet	HP:0001842
Abnormality of the hallux	HP:0001844
Abnormal hallux morphology	HP:0001844
Abnormality of the big toe	HP:0001844
Abnormalities of the hallux	HP:0001844
Overlapping toes	HP:0001845
Crossover toe	HP:0001845
Overriding toes	HP:0001845
Overlapping toe	HP:0001845
Long hallux	HP:0001847
Increased length of the hallux	HP:0001847
Long halluces	HP:0001847
Long big toe	HP:0001847
Large halluces	HP:0001847
Valgus position of the calcaneus	HP:0001848
Foot and ankle bend up toward shin of leg	HP:0001848
Calcaneovalgus	HP:0001848
Calcaneovalgus deformity	HP:0001848
Calcaneovalgus Foot	HP:0001848
Missing toes	HP:0001849
Foot oligodactyly	HP:0001849
Oligodactyly of feet	HP:0001849
Abnormality of the tarsal bones	HP:0001850
Abnormal tarsals	HP:0001850
Abnormal ankle bones	HP:0001850
Sandal gap	HP:0001852
Widened gap first and second toe	HP:0001852
Wide space between 1st, 2nd toes	HP:0001852
Wide space between first and second toes	HP:0001852
Sandal gap between first and second toes	HP:0001852
Gap between first and second toe	HP:0001852
Wide-spaced big toe	HP:0001852
Gap between 1st and 2nd toes	HP:0001852
Widely spaced first and second toes	HP:0001852
Widely spaced 1st-2nd toes	HP:0001852
Widened gap 1st-2nd toes	HP:0001852
Increased space between first and second toes	HP:0001852
Space between great toe and second toe	HP:0001852
Bifid distal phalanges of toes	HP:0001853
Bifid terminal phalanx of toe	HP:0001853
Bifid distal phalanx of toe	HP:0001853
Notched outermost bones of toes	HP:0001853
Podagra	HP:0001854
Gout of big toe	HP:0001854
Short distal phalanx of toe	HP:0001857
Hypoplastic distal phalanges of feet	HP:0001857
Short outermost bone of toe	HP:0001857
Distal foot symphalangism	HP:0001859
Clinodactyly of feet	HP:0001863
Toe clinodactyly	HP:0001863
Toe curvature	HP:0001863
Clinodactyly of the 5th toe	HP:0001864
Curvature of the pinkie toe	HP:0001864
Curvature of the little toe	HP:0001864
Curvature of the pinky toe	HP:0001864
Acroosteolysis of distal phalanges (feet)	HP:0001870
Acroosteolysis of distal phalanges of feet	HP:0001870
Short 2nd toe	HP:0001885
Short second toe	HP:0001885
Foot bone infection	HP:0001886
Foot osteomyelitis	HP:0001886
Absent/hypoplastic metatarsals	HP:0001964
Aplasia/Hypoplasia of metatarsal bones	HP:0001964
Absent/underdeveloped long bone of foot	HP:0001964
Aplastic/hypoplastic metatarsals	HP:0001964
Absent or hypoplastic metatarsal	HP:0001964
Absent/hypoplastic metacarpals	HP:0001964
Absent/small long bone of foot	HP:0001964
Aplastic/hypoplastic toe phalanges	HP:0001991
Absent/underdeveloped toe	HP:0001991
Aplasia/Hypoplasia of toe	HP:0001991
Absent/hypoplastic toes	HP:0001991
Absent/small toe	HP:0001991
Gout	HP:0001997
Gouty arthritis	HP:0001997
Skull bossing	HP:0002007
Frontal bossing	HP:0002007
Frontal protuberance	HP:0002007
Narrow maxilla	HP:0002010
Decreased breadth of upper jaw bones	HP:0002010
Transverse maxillary insufficiency	HP:0002010
Transverse maxillary deficiency	HP:0002010
Narrow upper jaw bones	HP:0002010
Decreased width of upper jaw bones	HP:0002010
Decreased transverse dimension of maxilla	HP:0002010
Decreased width of maxilla	HP:0002010
Transverse hypoplasia of maxilla	HP:0002010
Stomach hernia	HP:0002036
Hiatus hernia	HP:0002036
Hiatal hernia	HP:0002036
Spasticity of lower extremities	HP:0002061
Spastic lower extremity	HP:0002061
Spasticity in lower limbs	HP:0002061
Spastic lower limbs	HP:0002061
Lower extremity spasticity	HP:0002061
Spastic lower extremities	HP:0002061
Spasticity in lower extremity	HP:0002061
Spasticity of lower extremity	HP:0002061
Spasticity of lower limb	HP:0002061
Spasticity of lower limbs	HP:0002061
Lower limb spasticity	HP:0002061
Spasticity in lower limb	HP:0002061
Spasticity in lower extremities	HP:0002061
Spastic lower limb	HP:0002061
Lower extremities spasticity	HP:0002061
Rigidity	HP:0002063
Muscle rigidity	HP:0002063
Spastic walk	HP:0002064
Spastic gait	HP:0002064
Encephalocele	HP:0002084
Bifid skull	HP:0002084
Cranium bifidum	HP:0002084
Occipital encephalocele	HP:0002085
Brain tissue sticks out through back of skull	HP:0002085
Posterior encephalocele	HP:0002085
Occipital meningoencephalocele	HP:0002085
Calcification of the basal ganglia	HP:0002135
Basal ganglia calcification	HP:0002135
Basal ganglia calcifications	HP:0002135
Basal ganglion calcification	HP:0002135
Opisthotonos	HP:0002179
Opisthotonus	HP:0002179
Progressive spasticity	HP:0002191
Spasticity, progressive	HP:0002191
Respiratory paralysis	HP:0002203
Enlarged cisterna magna	HP:0002280
Mega cisterna magna	HP:0002280
Large cisterna magna	HP:0002280
Spastic paraparesis	HP:0002313
Frequent falls	HP:0002359
Cogwheel rigidity	HP:0002396
Poor head control	HP:0002421
Infant head lag	HP:0002421
Delay in head control	HP:0002421
Delay in head righting	HP:0002421
Muscle weakness, distal	HP:0002460
Weakness of distal muscles	HP:0002460
Weakness of outermost muscles	HP:0002460
Distal limb muscle weakness	HP:0002460
Distal limb muscle weakness due to peripheral neuropathy	HP:0002460
Muscle weakness, distal limbs, due to neuronopathy	HP:0002460
Distal limb weakness	HP:0002460
Distal muscular weakness	HP:0002460
Distal muscle weakness	HP:0002460
Distal paresis	HP:0002460
Cerebellar dentate nucleus calcification	HP:0002461
Rigid dysarthria	HP:0002464
Spastic dysarthria	HP:0002464
Progressive spastic quadriplegia	HP:0002478
Progressive spastic quadriparesis	HP:0002478
Delayed relaxation of muscle fibres after contraction	HP:0002486
Myotonia	HP:0002486
Delayed relaxation of muscle fibers after contraction	HP:0002486
Spasticity of the facial muscles	HP:0002491
Increased stiffness of facial muscles	HP:0002491
Increased tone of facial muscles	HP:0002491
Spasticity of facial muscles	HP:0002491
Spasticity of pharyngeal muscles	HP:0002501
Calcification of the small brain vessels	HP:0002504
Appendicular hypertonia	HP:0002509
Limb hypertonia	HP:0002509
Increased muscle tone of arm or leg	HP:0002509
Spastic tetraplegia	HP:0002510
Spastic quadriplegia	HP:0002510
Abnormal deposits of calcium in the brain	HP:0002514
Cerebral calcification	HP:0002514
Retrocollis	HP:0002544
Gastroparesis	HP:0002578
Delayed gastric emptying	HP:0002578
Paresis of extensor muscles of the big toe	HP:0002601
Abnormal shape of pelvic girdle bone	HP:0002644
Abnormality of pelvic girdle bone morphology	HP:0002644
Abnormality of the pelvic girdle	HP:0002644
Abnormal pelvic girdle bone morphology	HP:0002644
Intrasutural bones	HP:0002645
Intra sutural bones	HP:0002645
Islands of bone within cranial sutures	HP:0002645
Extra bones within cranial sutures	HP:0002645
Wormian bones	HP:0002645
Scoliosis	HP:0002650
Cobb angle greater than ten degrees	HP:0002650
Spondyloepimetaphyseal dysplasia	HP:0002651
Abnormal skeletal development	HP:0002652
Skeletal dysplasia	HP:0002652
Bone pain	HP:0002653
Multiple epiphyseal dysplasia	HP:0002654
Spondyloepiphyseal dysplasia	HP:0002655
Epiphyseal dysplasia	HP:0002656
Abnormal development of the ends of long bones in arms and legs	HP:0002656
Abnormal development of end part of bone	HP:0002656
Spondylometaphyseal dysplasia	HP:0002657
Increased bone fragility	HP:0002659
Increased tendency to fractures	HP:0002659
Bone fragility	HP:0002659
Increased susceptibility to fractures	HP:0002659
Abnormal susceptibility to fractures	HP:0002659
Frequent broken bones	HP:0002659
Painless fractures due to injury	HP:0002661
Epiphyseal ossification delay	HP:0002663
Delayed maturation of end part of long bone	HP:0002663
Delayed opacification of the epiphyses	HP:0002663
Delayed epiphyseal ossification	HP:0002663
Delayed epiphyseal maturation	HP:0002663
Osteogenic sarcoma	HP:0002669
Osteosarcoma	HP:0002669
Bone cell cancer	HP:0002669
Coxa valga deformity	HP:0002673
Valgus hip	HP:0002673
Coxa valga	HP:0002673
Kleeblattschaedel	HP:0002676
Cloverleaf skull	HP:0002676
Trilobar skull shape	HP:0002676
Cloverleaf skull shape	HP:0002676
Trilobar cranium shape	HP:0002676
Cloverleaf cranium shape	HP:0002676
Little foramen magnum	HP:0002677
Foramen magnum stenosis	HP:0002677
Small foramen magnum	HP:0002677
Narrow foramen magnum	HP:0002677
Stenosis of foramen magnum	HP:0002677
Hypoplasia of foramen magnum	HP:0002677
Unequal skull shape	HP:0002678
Skull asymmetry	HP:0002678
Malformation of skull shape	HP:0002678
Abnormality of skull shape	HP:0002678
Asymmetry of skull	HP:0002678
Uneven skull shape	HP:0002678
Anomaly of the pituitary fossa	HP:0002679
Abnormal sella turcica morphology	HP:0002679
Abnormality of the sella turcica	HP:0002679
Abnormality of the hypophysial fossa	HP:0002679
