Abnormality of body height	HP:0000002
Peripheral vasoconstriction	None
Extremities cold to touch	None
Carotidynia	None
Sweaty foot-like odor	None
Pain at the base of the thumb	None
Proximal arm pain	None
Upper arm pain	None
Anterior shoulder pain	None
Pain at the anterior aspect of the elbow	None
Pain at the anterior aspect of the knee	None
Pain at the posterior aspect of the knee	None
Pain on the lateral aspect of the foot	None
Lateral foot pain	None
Pain at the medial aspect of the knee	None
Pain at the lateral aspect of the knee	None
Trochanteric pain	None
Lateral hip pain	None
Pain at the lateral aspect of the hip	None
Pain on the outside of the hip	None
Pain at the lateral aspect of the elbow	None
Radial elbow pain	None
Lateral elbow pain	None
Pain at the posterior aspect of the elbow	None
Pain at the medial aspect of the elbow	None
Ulnar wrist pain	None
Decreased height of palpebral fissure	None
Short palpebral fissure	None
Short palpebral fissures	None
Short opening between the eyelids	None
Skull defect	None
Calvarial skull defect	None
Calvarial defect	None
Cranial defect	None
Triangular shaped tip of nose	None
Triangular nasal tip	None
Abnormal temporal bone morphology	None
Abnormality of the temporal bone	None
Cleft lower jaw	None
Cleft mandible	None
Mandibular cleft	None
High, rounded eyebrows	None
High-arched eyebrows	None
Broad, arched eyebrows	None
Thick, flared eyebrows	None
High arched eyebrows	None
Bowed and upward slanting eyebrows	None
Highly arched eyebrow	None
Arched eyebrows	None
Broad nasal base	None
Wide nasal base	None
Broad base of nose	None
Increased width of base of nose	None
Wide base of nose	None
Increased width of nasal base	None
Small posterior fossa	None
Saggy upper eyelid skin	None
Blepharochalasis	None
Scleral icterus	None
Yellow conjunctiva	None
Conjunctival icterus	None
Yellowing of the whites of the eyes	None
Yellow sclera	None
Odontogenic keratocysts of the jaw	None
Keratocysts of the jaw	None
Keratocystic odontogenic tumour	None
Keratocystic odontogenic tumor	None
Upward slanting palpebral fissures	None
Upward slanting of the opening between the eyelids	None
Upslanting palpebral fissures	None
Upward slanted palpebral fissures	None
Mongoloid slant	None
Upslanted palpebral fissure	None
Upslanted palpebral fissures	None
Upward slanting of palpebral fissures	None
Deformational frontal plagiocephaly	None
Frontal plagiocephaly	None
Positional frontal plagiocephaly	None
Unicoronal craniosynostosis	None
Anterior plagiocephaly	None
Coronal synostosis	None
Positional anterior plagiocephaly	None
Deformational anterior plagiocephaly	None
Anterior flat head syndrome	None
Increased vertical dimension of philtrum	None
Increased length of philtrum	None
Vertical hyperplasia of philtrum	None
Long philtrum	None
Elongated philtrum	None
Increased height of philtrum	None
Metopic suture patent to nasal root	None
Abnormal shape of the back of the head	None
Abnormal shape of posterior head	None
Abnormal shape of posterior cranium	None
Abnormal shape of the back of the skull	None
Abnormal shape of the occiput	None
Abnormal shape of posterior skull	None
Extra fontanelles	None
Missing frontal sinus	None
Aplasia of frontal sinus	None
Absent frontal sinuses	None
Aplasia sinus frontalis	None
Absent frontal sinus	None
Absence of frontal sinuses	None
Small flat posterior fossa	None
Small and flat posterior skull bones	None
Small and flat posterior fossa of skull	None
Bitot's spots	None
Bitot spots of the conjunctiva	None
Keratitis sicca	None
Dry eyes	None
Dry eye syndrome	None
Xerophthalmia	None
Keratoconjunctivitis sicca	None
Abnormality of the hairline	None
Increased width of dorsum of nose	None
Wide nasal ridge	None
Wide nasal dorsum	None
Increased width of nasal dorsum	None
Nasal ridge, wide	None
Wide dorsum of nose	None
Broad nasal ridge	None
Broad nasal dorsum	None
Broad dorsum of nose	None
Increased width of nasal ridge	None
Large fontanel	None
Large fontanelles	None
Large fontanels	None
Wide bregma sutures	None
Large, late-closing fontanelle	None
Persistent wide fontanel	None
Large bregma sutures	None
Large fontanelle	None
Enlarged fontanelles	None
Wide fontanelles	None
Right unilambdoid synostosis	None
Bulbous tooth	None
Megaloblepharon	None
Epiblepharon of lower lid	None
Whistling appearance	None
Whistling facial appearance	None
Incomplete unilateral cleft lip	None
Decreased size of half of the face	None
Decrease in size of half of face	None
Shrinking of one side of the face	None
Hemifacial microsomia	None
Shrinking of half of face	None
Decreased size of one side of the face	None
Hemifacial hypoplasia	None
Decrease in size of one side of the face	None
Green colored teeth	None
Green coloured teeth	None
Green tooth shade	None
Green teeth	None
Incomplete mineralization of palatine bone	None
Incomplete calcification of palatine bone	None
Incomplete formation of palatine bone	None
Incomplete ossification of palatine bone	None
Coarse face	None
Coarse facies	None
Coarse facial features	None
Thickened facial skin with coarse facial features	None
Rounded and heavy facial features	None
Coarse facial appearance	None
Brown eyelids	None
Pigmentation of eyelids	None
Hyperpigmentation of eyelids	None
Dark eyelids	None
Thick neck	None
Increased width of neck	None
Wide neck	None
Broad neck	None
Gingival fragility	None
Gum fragility	None
Raccoon eyes	None
Periorbital ecchymosis with tarsal plate sparing	None
Eyelashes fell out	None
Ciliary Madarosis	None
Loss of eyelashes	None
Milphosis	None
Missing eyelashes	None
Persistent, open anterior fontanel	None
Persistent open anterior fontanelle	None
Anterior fontanelle open in adults	None
Front fontanelle stays open	None
Hemifacial atrophy	None
Atrophy of one side of the face	None
Facial hemiatrophy	None
Atrophy of half of face	None
Deficiency of zygomaticomaxillary bone complex	None
Decreased projection of zygomaticomaxillary bone complex	None
Hypoplasia of zygomaticomaxillary complex	None
Maxillozygomatic hypoplasia	None
Decreased size of zygomaticomaxillary bone complex	None
Hypoplasia of malar bone complex	None
Underdevelopment of zygomaticomaxillary bone complex	None
Oral cavity hemorrhage	None
Oral cavity bleeding	None
Bleeding from mouth	None
Oral cavity haemorrhage	None
Tortuosity of main retinal vessels	None
Central retinal vessel vascular tortuosity	None
Upper eyelid entropion	None
Labial melanotic macule	None
Labial melanotic freckle	None
Hyperplasia of half of the tongue	None
Hemiglossal hypertrophy	None
Hypertrophy of half of the tongue	None
Increased size of half of the tongue	None
Hemimacroglossia	None
Large half of tongue	None
Hemiglossal hyperplasia	None
Enanthema	None
Cryptophthalmos	None
Abnormality of molar morphology	None
Abnormal shape of molar tooth	None
Abnormal molar morphology	None
Generalised hypoplasia of tooth enamel	None
Generalized hypoplasia of tooth enamel	None
Generalized hypoplasia of dental enamel	None
Generalised hypoplasia of dental enamel	None
Generalised dysplasia of tooth enamel	None
Generalized dysplasia of tooth enamel	None
Enlarged lacrimal glands	None
Enlarged tear gland	None
Odontomas	None
Odontoma	None
Parietal foramina	None
Openings in parietal bones	None
Symmetrical, oval defects in the parietal bone	None
Symmetrical, oval parietal bone defects	None
Holes in parietal bones	None
Persistent foramina of the parietal bones	None
Aplasia/Hypoplasia of the mandible	None
Carp-like mouth	None
Large, carp-shaped mouth	None
Carp-shaped mouth	None
U-Shaped upper lip vermilion	None
Wide, carp-shaped mouth	None
Fish mouth	None
Blepharospasm	None
Eyelid spasm	None
Spontaneous closure of eyelid	None
Eyelid twitching	None
Involuntary closure of eyelid	None
Purulent rhinitis	None
Retinal astrocytic hamartoma	None
Forked tongue	None
Bifurcated tongue	None
Bilobed tongue	None
Bifid tongue	None
Snake tongue	None
Split tongue	None
Cleft tongue	None
Abnormality of internal jugular vein	None
Prominent eyelashes	None
Thick eyelashes	None
Fixed head retroflexion	None
Abnormality of ossification of calvarium	None
Abnormality of bone mineralization of skull	None
Abnormality of bone formation of calvarium	None
Abnormality of skull bone formation	None
Abnormality of skull ossification	None
Abnormality of bone formation of cranium	None
Abnormality of bone mineralization of cranium	None
Abnormality of bone mineralization of calvarium	None
Abnormality of ossification of cranium	None
Abnormality of bone calcification of calvarium	None
Abnormality of bone calcification of cranium	None
Abnormality of bone calcification of skull	None
Tessier number 3 facial cleft	None
Widely patent sagittal suture	None
Gingival calcification	None
Gingival calcifications	None
Sclerotic cranial sutures	None
Abnormality of the lacrimal canaliculus	None
Abnormality of the lacrimal duct	None
Abnormal lacrimal duct morphology	None
Ectopic lacrimal punctum	None
Abnormal position of the lacrimal punctum	None
Localised hypoplasia of tooth enamel	None
Localized dysplasia of tooth enamel	None
Localised dysplasia of tooth enamel	None
Localized hypoplasia of dental enamel	None
Localised hypoplasia of dental enamel	None
Localized hypoplasia of tooth enamel	None
Transverse facial cleft	None
Lateral facial cleft	None
Commissural cheilitis	None
Red and sore corners of the mouth	None
Angular stomatitis	None
Inflammation of oral commisures	None
Angular cheilosis	None
Angular cheilitis	None
Inflammation of corners of the mouth	None
Abnormality of the musculature of the neck	None
Abnormality of cervical musculature	None
Neck muscle issue	None
Abnormal morphology of the musculature of the neck	None
Reduction in the number of scalp follicles	None
Reduced amount of scalp hair	None
Thinning scalp hair	None
Reduced/lack of hair on scalp	None
Hypotrichosis on scalp	None
Sparse scalp hair	None
Scalp hypotrichosis	None
Thin scalp hair	None
Decreased number of scalp follicles	None
Dysgeusia	None
Parageusia	None
Altered sense of taste	None
Metallic taste	None
Metallic taste in mouth	None
Malposition of teeth	None
Abnormality of teeth spacing	None
Malpositioned teeth	None
Abnormal teeth spacing	None
Misalignment of teeth	None
Teeth, malposition	None
Abnormality of alignment of teeth	None
Abnormality of position of teeth	None
Crooked teeth	None
Malaligned teeth	None
Abnormal dental position	None
Tooth malposition	None
Telecanthus	None
Corners of eye widely separated	None
Dystopia canthorum	None
Increased distance between medial canthi	None
Increased intercanthal distance	None
Reticulate pigmentation of oral mucous membrane	None
Mottled pigmentation of oral mucosa	None
Reticulate pigmentation of oral mucosa	None
Tooth abscess	None
Dentoalveolar abscess	None
Dental abscess	None
Premature facial sagging	None
Premature sagging cheeks	None
Failure of development of a tooth	None
Selective tooth agenesis	None
Missing a tooth	None
Agenesis of a tooth	None
Absence of a tooth	None
Tessier cleft number 7	None
Tessier facial cleft number 7	None
Tessier number 7 facial cleft	None
Eyelid fasciculation	None
Twitching around eyes	None
Muscle twitches in eye lid	None
Muscle twitches in eyelid	None
Fasciculation of the eyelid	None
Eyelid fluttering	None
Abnormality of orbicularis oris muscle	None
Palate neoplasm	None
Decreased width of the skull	None
Biparietal narrowing	None
Forehead hyperpigmentation	None
Darkening of the forehead	None
Decreased length of septum of nose	None
Short nasal septum	None
Decreased length of nasal septum	None
Short septum of nose	None
Retinal hemangioblastoma	None
Retinal capillary hemangioma	None
Aplasia/Hypoplasia of facial bones	None
Neoplasm of the pharynx	None
Neoplasia of the pharynx	None
Tumor of the pharynx	None
Tumour of the pharynx	None
Pharyngeal neoplasm	None
Abnormal eyebrow morphology	None
Abnormality of the eyebrow	None
Blockage of the rear opening of the nasal cavity	None
Choanal atresia	None
Abnormality of the clivus	None
Hair loss on scalp from scarring condition	None
Scarring alopecia of scalp	None
Cicatricial alopecia	None
Dental enamel pitting	None
Dental enamel pits	None
Pitting of tooth enamel	None
Tooth enamel pits	None
Anomaly of mouth shape	None
Unusual mouth shape	None
Abnormality of mouth shape	None
Metopic depression	None
Depression of metopic cranial suture	None
Frontal suture depression	None
Depression of frontal cranial suture	None
Decreased size of alveolar ridge	None
Underdevelopment of alveolar ridge	None
Small alveolar process of jaw	None
Alveolar process hypoplasia	None
Hypotrophic alveolar ridge	None
Deficiency of alveolar process of jaw	None
Underdevelopment of alveolar process of jaw	None
Hypoplastic alveolar bone	None
Deficiency of alveolar ridge	None
Decreased size of alveolar process of jaw	None
Small alveolar ridge	None
Hypoplasia of alveolar ridge	None
Hypotrophic alveolar process of jaw	None
Widely patent coronal suture	None
Tessier number 30 facial cleft	None
Flat sella turcica	None
Brachy-turricephaly	None
Brachyturricephaly	None
High, prominent forehead	None
Turribrachycephaly	None
Vertical menton crease	None
Chin with vertical furrow	None
Chin, vertical crease	None
Cleft chin	None
Vertical chin skin cleft	None
Chin with vertical sulcus	None
Chin with vertical groove	None
Chin with vertical crease	None
Asymmetry of the nares	None
Asymmetry of nostrils	None
Uneven nostril size	None
Unequal nostril size	None
Unequal nostril shape	None
Uneven nostril shape	None
Crooked nostrils	None
HyperMineralization of skull base	None
Sclerosis of skull base	None
Hyperossification of skull base	None
Marked sclerosis of skull base	None
Dense bone of skull base	None
Sclerosis of cranial base	None
HyperCalcification of skull base	None
Sclerosis of the skull base	None
Hyperostosis of skull base	None
Sclerotic skull base	None
Tessier facial cleft number 14	None
Tessier number 14 facial cleft	None
Complete cleft of the upper lip	None
Abnormality of lingual tonsil	None
Giant cell granuloma of mandible	None
Supernumerary nostrils	None
Supernumerary naris	None
Extra nostril	None
Accessory nostril	None
